invoice_date,item_desc,service_added,job_type,liter_volume,material_cost,billed_amount,contractor_id
2025-08-17,Brushes Set,Delivery,Industrial,27.0,104.44,230.95,PAINT-196
2025-08-18,Primer 5L,None,Industrial,41.3,101.76,323.96,PAINT-138
2025-08-19,Primer 5L,Delivery,Industrial,12.9,128.85,607.26,PAINT-468
2025-08-20,Primer 5L,In-home Consult,Auto,21.9,182.79,743.57,PAINT-703
2025-08-21,Brushes Set,In-home Consult,Commercial,21.3,150.11,51.98,PAINT-695
2025-08-22,Primer 5L,Delivery,Industrial,6.1,28.81,154.18,PAINT-662
2025-08-23,Glossy Enamel,In-home Consult,Auto,28.5,162.45,137.4,PAINT-584
2025-08-24,Glossy Enamel,Delivery,Residential,8.2,42.48,526.19,PAINT-146
2025-08-25,Brushes Set,Color Matching,Industrial,46.2,107.9,65.44,PAINT-801
2025-08-26,Custom Mix (Blue),Color Matching,Commercial,8.2,42.55,745.33,PAINT-396
2025-08-27,Custom Mix (Blue),None,Industrial,48.4,17.67,384.26,PAINT-138
2025-08-28,Brushes Set,None,Auto,43.2,23.76,777.62,PAINT-259
2025-08-29,Custom Mix (Blue),Delivery,Commercial,24.0,43.81,489.2,PAINT-612
2025-08-30,Primer 5L,None,Commercial,27.3,117.46,631.37,PAINT-802
2025-08-31,Glossy Enamel,Color Matching,Industrial,29.2,38.57,306.22,PAINT-863
2025-09-01,Matte White Base,None,Auto,4.3,170.87,750.42,PAINT-309
2025-09-02,Glossy Enamel,Color Matching,Commercial,38.8,53.12,283.54,PAINT-708
2025-09-03,Custom Mix (Blue),Color Matching,Commercial,36.4,86.34,218.82,PAINT-636
2025-09-04,Custom Mix (Blue),None,Commercial,22.4,24.16,419.72,PAINT-644
2025-09-05,Brushes Set,None,Commercial,26.4,90.87,227.14,PAINT-859
2025-09-06,Primer 5L,Delivery,Industrial,15.6,189.98,117.64,PAINT-823
2025-09-07,Glossy Enamel,Delivery,Industrial,11.2,120.75,538.41,PAINT-428
2025-09-08,Custom Mix (Blue),None,Auto,27.3,121.5,361.29,PAINT-421
2025-09-09,Matte White Base,Delivery,Auto,18.9,146.07,478.74,PAINT-818
2025-09-10,Glossy Enamel,None,Residential,48.2,121.53,636.15,PAINT-538
2025-09-11,Brushes Set,Delivery,Residential,1.9,93.02,673.21,PAINT-915
2025-09-12,Matte White Base,In-home Consult,Industrial,33.4,135.73,462.92,PAINT-143
2025-09-13,Glossy Enamel,In-home Consult,Commercial,22.1,134.12,465.18,PAINT-786
2025-09-14,Primer 5L,None,Residential,41.0,144.62,447.92,PAINT-772
2025-09-15,Custom Mix (Blue),Color Matching,Industrial,23.3,128.98,675.9,PAINT-153
2025-09-16,Brushes Set,In-home Consult,Commercial,2.8,175.74,549.09,PAINT-191
2025-09-17,Custom Mix (Blue),Color Matching,Auto,9.7,161.52,51.23,PAINT-211
2025-09-18,Brushes Set,Delivery,Auto,45.7,172.01,282.73,PAINT-684
2025-09-19,Matte White Base,In-home Consult,Auto,19.3,49.46,535.0,PAINT-877
2025-09-20,Matte White Base,Delivery,Residential,19.0,115.78,712.05,PAINT-722
2025-09-21,Matte White Base,Delivery,Commercial,40.4,102.27,213.27,PAINT-384
2025-09-22,Brushes Set,Color Matching,Residential,7.6,65.57,782.37,PAINT-532
2025-09-23,Brushes Set,None,Auto,8.6,43.02,153.68,PAINT-272
2025-09-24,Custom Mix (Blue),In-home Consult,Auto,8.4,130.73,277.94,PAINT-329
2025-09-25,Brushes Set,Delivery,Residential,29.4,52.76,302.92,PAINT-304
2025-09-26,Matte White Base,Delivery,Residential,44.6,132.38,208.6,PAINT-596
